family,encoder,resolution,backend,strict_fp32_model_ms,strict_fp32_fps,strict_fp32_e2e_ms,tf32_model_ms,tf32_fps,tf32_e2e_ms,samples,warmup
relative,S,224,PyTorch CUDA Graph + custom SelectiveScan,2.772249629974365,360.7178766254347,3.614202781,1.6896097625494004,591.8526408672797,2.586192905,1000,200
relative,B,224,PyTorch CUDA Graph + custom SelectiveScan,3.3128988490104674,301.8504474710089,4.1767894199999995,1.8170444804430008,550.3442600129398,2.685237685,1000,200
relative,L,224,PyTorch CUDA Graph + custom SelectiveScan,5.175054268360138,193.23468859330015,6.029440834999999,2.448102528333664,408.47962388269104,3.340822543,1000,200
relative,S,448,PyTorch CUDA Graph + custom SelectiveScan,4.073101152420044,245.513175975472,6.932455752999999,2.936585793018341,340.5315119270395,5.860008522999999,1000,200
relative,B,448,PyTorch CUDA Graph + custom SelectiveScan,4.907387460231781,203.77441318904317,7.701228477,3.356482147693634,297.9309753478468,6.310136036,1000,200
relative,L,448,PyTorch CUDA Graph + custom SelectiveScan,8.081770285606384,123.73526648994194,10.972415663,5.0149804191589356,199.40257317449516,7.876483272,1000,200
